pcd7,pcd8,pcds,dointr,doterm,cty25cd,ced25cd,lad25cd,wd25cd,parncp25cd,usrtypind,east1m,north1m,gridind,hlth19cd,nhser24cd,ctry25cd,rgn25cd,ssr95cd,pcon24cd,eer20cd,educ23cd,ttwa15cd,pco19cd,itl25cd,wdstl05cd,oa01cd,wdcas03cd,npark16cd,lsoa01cd,msoa01cd,ruc01ind,oac01ind,oa11cd,lsoa11cd,msoa11cd,wz11cd,sicbl24cd,bua24cd,ruc11ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,cal24cd,icb23cd,oa21cd,lsoa21cd,msoa21cd,ruc21ind
"DG112DD","DG11 2DD","DG11 2DD","198001","199806","S99999999","S99999999","S12000006","S13002890","S99999999","1","313778","0581427","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008352","08C45","S99999999","S01001055","S02000194","3","5B2","S00098067","S01007636","S02001436","S34000798","S03000005","S99999999","3","7C3",55.119705,-3.353450,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146276","S01015313","S02002838","3"
"DG112DE","DG11 2DE","DG11 2DE","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313648","0581301","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008352","08C45","S99999999","S01001055","S02000194","3","5B2","S00098067","S01007636","S02001436","S34000798","S03000005","S99999999","3","7C3",55.118550,-3.355449,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146276","S01015313","S02002838","3"
"DG112DF","DG11 2DF","DG11 2DF","198501","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313575","0580794","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008329","08C45","S99999999","S01001047","S02000194","3","4B1","S00098043","S01007635","S02001436","S34000911","S03000005","S99999999","3","1C3",55.113983,-3.356439,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146295","S01015312","S02002838","3"
"DG112DG","DG11 2DG","DG11 2DG","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313590","0581344","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008334","08C45","S99999999","S01001055","S02000194","3","5B2","S00098049","S01007636","S02001436","S34000809","S03000005","S99999999","3","7C3",55.118927,-3.356371,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146277","S01015313","S02002838","3"
"DG112DH","DG11 2DH","DG11 2DH","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313582","0581277","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008334","08C45","S99999999","S01001055","S02000194","3","5B2","S00098049","S01007636","S02001436","S34000809","S03000005","S99999999","3","7C3",55.118323,-3.356476,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146277","S01015313","S02002838","3"
"DG112DJ","DG11 2DJ","DG11 2DJ","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313593","0581122","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008334","08C45","S99999999","S01001055","S02000194","3","5B2","S00098049","S01007636","S02001436","S34000809","S03000005","S99999999","3","7C3",55.116933,-3.356257,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146277","S01015313","S02002838","3"
"DG112DL","DG11 2DL","DG11 2DL","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313652","0581048","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008334","08C45","S99999999","S01001055","S02000194","3","5B2","S00098049","S01007636","S02001436","S34000809","S03000005","S99999999","3","7C3",55.116278,-3.355309,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146277","S01015313","S02002838","3"
"DG112DN","DG11 2DN","DG11 2DN","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313661","0580916","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008329","08C45","S99999999","S01001047","S02000194","3","4B1","S00098043","S01007635","S02001436","S34000911","S03000005","S99999999","3","1C3",55.115094,-3.355128,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146295","S01015312","S02002838","3"
"DG112DP","DG11 2DP","DG11 2DP","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313577","0580881","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008328","08C45","S99999999","S01001047","S02000194","3","4C2","S00098042","S01007635","S02001436","S34000809","S03000005","S99999999","3","1B1",55.114765,-3.356434,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146282","S01015312","S02002838","3"
"DG112DQ","DG11 2DQ","DG11 2DQ","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313615","0581278","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008352","08C45","S99999999","S01001055","S02000194","3","5B2","S00098067","S01007636","S02001436","S34000798","S03000005","S99999999","3","7C3",55.118338,-3.355959,"S99999999","","S23000009",3036,"S99999999","S99999999","S00146276","S01015313","S02002838","3"
"DG112DR","DG11 2DR","DG11 2DR","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313623","0580745","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008329","08C45","S99999999","S01001047","S02000194","3","4B1","S00098043","S01007635","S02001436","S34000911","S03000005","S99999999","3","1C3",55.113551,-3.355672,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146295","S01015312","S02002838","3"
"DG112DS","DG11 2DS","DG11 2DS","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313681","0580706","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008329","08C45","S99999999","S01001047","S02000194","3","4B1","S00098043","S01007635","S02001436","S34000911","S03000005","S99999999","3","1C3",55.113211,-3.354751,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146295","S01015312","S02002838","3"
"DG112DT","DG11 2DT","DG11 2DT","198212","","S99999999","S99999999","S12000006","S13002890","S99999999","0","312951","0581106","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008332","08C45","S99999999","S01001047","S02000194","3","4B1","S00098045","S01007635","S02001436","S34000911","S03000005","S99999999","3","1A4",55.116677,-3.366314,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146292","S01015312","S02002838","3"
"DG112DU","DG11 2DU","DG11 2DU","198304","","S99999999","S99999999","S12000006","S13002890","S99999999","0","312960","0580962","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008331","08C45","S99999999","S01001047","S02000194","3","4B1","S00098046","S01007635","S02001436","S34000911","S03000005","S99999999","3","1A1",55.115385,-3.366129,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146293","S01015312","S02002838","3"
"DG112DW","DG11 2DW","DG11 2DW","198001","","S99999999","S99999999","S12000006","S13002890","S99999999","0","313610","0580925","1","S08000017","S99999999","S92000003","S99999999","0","S14000074","S15000001","S09000004","S22000055","S03000005","S30000016","99ZZ00","S00008329","08C45","S99999999","S01001047","S02000194","3","4B1","S00098043","S01007635","S02001436","S34000911","S03000005","S99999999","3","1C3",55.115166,-3.355930,"S99999999","","S23000009",4761,"S99999999","S99999999","S00146295","S01015312","S02002838","3"
