pcd7,pcd8,pcds,dointr,doterm,cty25cd,ced25cd,lad25cd,wd25cd,parncp25cd,usrtypind,east1m,north1m,gridind,hlth19cd,nhser24cd,ctry25cd,rgn25cd,ssr95cd,pcon24cd,eer20cd,educ23cd,ttwa15cd,pco19cd,itl25cd,wdstl05cd,oa01cd,wdcas03cd,npark16cd,lsoa01cd,msoa01cd,ruc01ind,oac01ind,oa11cd,lsoa11cd,msoa11cd,wz11cd,sicbl24cd,bua24cd,ruc11ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,cal24cd,icb23cd,oa21cd,lsoa21cd,msoa21cd,ruc21ind
"HG2 9AZ","HG2  9AZ","HG2 9AZ","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430147","0454491","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141235","36UDHU","E65000001","E01027730","E02005779","5","6B2","E00141235","E01027730","E02005779","E33013598","E38000241","E63007692","C1","5B1",53.985612,-1.541754,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141235","E01027730","E02005779","UN1"
"HG2 9BA","HG2  9BA","HG2 9BA","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430228","0454300","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141235","36UDHU","E65000001","E01027730","E02005779","5","6B2","E00141235","E01027730","E02005779","E33013598","E38000241","E63007692","C1","5B1",53.983890,-1.540537,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141235","E01027730","E02005779","UN1"
"HG2 9BB","HG2  9BB","HG2 9BB","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430263","0454104","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141222","36UDHU","E65000001","E01027730","E02005779","5","6D2","E00141222","E01027730","E02005779","E33013597","E38000241","E63007692","C1","5B1",53.982127,-1.540023,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141222","E01027730","E02005779","UN1"
"HG2 9BD","HG2  9BD","HG2 9BD","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430334","0454058","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141222","36UDHU","E65000001","E01027730","E02005779","5","6D2","E00141222","E01027730","E02005779","E33013597","E38000241","E63007692","C1","5B1",53.981709,-1.538945,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141222","E01027730","E02005779","UN1"
"HG2 9BE","HG2  9BE","HG2 9BE","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430194","0454009","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141222","36UDHU","E65000001","E01027730","E02005779","5","6D2","E00141222","E01027730","E02005779","E33013597","E38000241","E63007692","C1","5B1",53.981277,-1.541085,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141222","E01027730","E02005779","UN1"
"HG2 9BF","HG2  9BF","HG2 9BF","200310","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430168","0453649","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHQ","E00141154","36UDHQ","E65000001","E01027718","E02005780","5","3C1","E00171017","E01027718","E02005780","E33013605","E38000241","E63007692","C1","5A3",53.978043,-1.541517,"E37000058","","E23000009",31352,"E56000026","E54000051","E00171017","E01027718","E02005780","UN1"
"HG2 9BG","HG2  9BG","HG2 9BG","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430090","0454217","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141223","36UDHU","E65000001","E01027730","E02005779","5","2B1","E00141223","E01027730","E02005779","E33013602","E38000241","E63007692","C1","5B1",53.983152,-1.542650,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141223","E01027730","E02005779","UN1"
"HG2 9BH","HG2  9BH","HG2 9BH","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","429974","0454394","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141223","36UDHU","E65000001","E01027730","E02005779","5","2B1","E00141223","E01027730","E02005779","E33013602","E38000241","E63007692","C1","5B1",53.984750,-1.544401,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141223","E01027730","E02005779","UN1"
"HG2 9BJ","HG2  9BJ","HG2 9BJ","200310","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430176","0453627","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHQ","E00141154","36UDHQ","E65000001","E01027718","E02005780","5","3C1","E00171017","E01027718","E02005780","E33013605","E38000241","E63007692","C1","5A3",53.977845,-1.541397,"E37000058","","E23000009",31352,"E56000026","E54000051","E00171017","E01027718","E02005780","UN1"
"HG2 9BL","HG2  9BL","HG2 9BL","202012","","E99999999","E99999999","E06000065","E05014278","E04013500","0","429061","0453344","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHQ","E00141155","36UDHQ","E65000001","E01027719","E02005780","5","4D2","E00141155","E01027719","E02005780","E33013606","E38000241","E63007692","C1","5B2",53.975365,-1.558424,"E37000058","","E23000009",31383,"E56000026","E54000051","E00141155","E01027719","E02005780","UN1"
"HG2 9BN","HG2  9BN","HG2 9BN","199308","","E99999999","E99999999","E06000065","E05014278","E04013500","0","429256","0453386","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHQ","E00141155","36UDHQ","E65000001","E01027719","E02005780","5","4D2","E00141155","E01027719","E02005780","E33013606","E38000241","E63007692","C1","5B2",53.975732,-1.555447,"E37000058","","E23000009",31383,"E56000026","E54000051","E00141155","E01027719","E02005780","UN1"
"HG2 9BP","HG2  9BP","HG2 9BP","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430350","0453972","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141219","36UDHU","E65000001","E01027731","E02005779","5","6D2","E00141219","E01027731","E02005779","E33013597","E38000241","E63007692","C1","5A3",53.980935,-1.538710,"E37000058","","E23000009",29894,"E56000026","E54000051","E00141219","E01027731","E02005779","UN1"
"HG2 9BQ","HG2  9BQ","HG2 9BQ","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430004","0454407","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141223","36UDHU","E65000001","E01027730","E02005779","5","2B1","E00141223","E01027730","E02005779","E33013602","E38000241","E63007692","C1","5B1",53.984865,-1.543943,"E37000058","","E23000009",30679,"E56000026","E54000051","E00141223","E01027730","E02005779","UN1"
"HG2 9BS","HG2  9BS","HG2 9BS","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430352","0454029","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141219","36UDHU","E65000001","E01027731","E02005779","5","6D2","E00141219","E01027731","E02005779","E33013597","E38000241","E63007692","C1","5A3",53.981447,-1.538673,"E37000058","","E23000009",29894,"E56000026","E54000051","E00141219","E01027731","E02005779","UN1"
"HG2 9BT","HG2  9BT","HG2 9BT","198001","","E99999999","E99999999","E06000065","E05014278","E04013500","0","430133","0453958","1","E18000003","E40000012","E92000001","E12000003","2","E14001269","E15000003","E24000044","E30000214","E16000099","E06000065","36UDHU","E00141219","36UDHU","E65000001","E01027731","E02005779","5","6D2","E00141219","E01027731","E02005779","E33013597","E38000241","E63007692","C1","5A3",53.980822,-1.542020,"E37000058","","E23000009",29894,"E56000026","E54000051","E00141219","E01027731","E02005779","UN1"
