pcd7,pcd8,pcds,dointr,doterm,cty25cd,ced25cd,lad25cd,wd25cd,parncp25cd,usrtypind,east1m,north1m,gridind,hlth19cd,nhser24cd,ctry25cd,rgn25cd,ssr95cd,pcon24cd,eer20cd,educ23cd,ttwa15cd,pco19cd,itl25cd,wdstl05cd,oa01cd,wdcas03cd,npark16cd,lsoa01cd,msoa01cd,ruc01ind,oac01ind,oa11cd,lsoa11cd,msoa11cd,wz11cd,sicbl24cd,bua24cd,ruc11ind,oac11ind,lat,long,lep21cd1,lep21cd2,pfa23cd,imd20ind,cal24cd,icb23cd,oa21cd,lsoa21cd,msoa21cd,ruc21ind
"LD3 8HL","LD3  8HL","LD3 8HL","198001","","W99999999","W99999999","W06000023","W05001159","W04000327","0","292769","0230343","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNSH","W00002528","00NNSH","W18000001","W01000474","W02000112","4","3B2","W00002528","W01000474","W02000414","W35002647","W11000024","","F2","1A3",51.961201,-3.562055,"W99999999","","W15000004",1241,"W99999999","W99999999","W00002528","W01000474","W02000414","RSF1"
"LD3 8HN","LD3  8HN","LD3 8HN","198001","","W99999999","W99999999","W06000023","W05001176","W04000347","0","293698","0230519","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTK","W00002693","00NNTK","W31000001","W01000503","W02000112","4","3B2","W00002693","W01000503","W02000414","W35002644","W11000024","","F2","1A3",51.962961,-3.548594,"W99999999","","W15000004",1264,"W99999999","W99999999","W00002693","W01000503","W02000414","RSF1"
"LD3 8HP","LD3  8HP","LD3 8HP","198001","","W99999999","W99999999","W06000023","W05001176","W04000347","0","296521","0229724","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTK","W00002693","00NNTK","W31000001","W01000503","W02000112","4","3B2","W00002693","W01000503","W02000414","W35002644","W11000024","","F2","1A3",51.956349,-3.507282,"W99999999","","W15000004",1264,"W99999999","W99999999","W00002693","W01000503","W02000414","RSF1"
"LD3 8HR","LD3  8HR","LD3 8HR","198001","","W99999999","W99999999","W06000023","W05001176","W04000347","0","296976","0229645","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTK","W00002693","00NNTK","W31000001","W01000503","W02000112","4","3B2","W00002693","W01000503","W02000414","W35002644","W11000024","","F2","1A3",51.955724,-3.500639,"W99999999","","W15000004",1264,"W99999999","W99999999","W00002693","W01000503","W02000414","RSF1"
"LD3 8HS","LD3  8HS","LD3 8HS","198001","","W99999999","W99999999","W06000023","W05001176","W04000347","0","297478","0229856","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTK","W00002693","00NNTK","W31000001","W01000503","W02000112","4","3B2","W00002693","W01000503","W02000414","W35002644","W11000024","","F2","1A3",51.957713,-3.493400,"W99999999","","W15000004",1264,"W99999999","W99999999","W00002693","W01000503","W02000414","RSF1"
"LD3 8HT","LD3  8HT","LD3 8HT","198410","","W99999999","W99999999","W06000023","W05001169","W04000278","0","299356","0226053","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTC","W00002643","00NNTC","W18000001","W01000495","W02000112","8","3A2","W00002643","W01001897","W02000414","W35002647","W11000024","","F1","1C1",51.923875,-3.464965,"W99999999","","W15000004",1404,"W99999999","W99999999","W00002643","W01001897","W02000414","RSF1"
"LD3 8HU","LD3  8HU","LD3 8HU","199308","199512","W99999999","W99999999","W06000023","W05001169","W04000278","0","299500","0226000","8","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTC","W00002643","00NNTC","W18000001","W01000495","W02000112","8","3A2","W00002643","W01001897","W02000414","W35002647","W11000024","","F1","1C1",51.923425,-3.462856,"W99999999","","W15000004",1404,"W99999999","W99999999","W00002643","W01001897","W02000414","RSF1"
"LD3 8HW","LD3  8HW","LD3 8HW","198001","","W99999999","W99999999","W06000023","W05001176","W04000347","0","294825","0230582","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTK","W00002693","00NNTK","W31000001","W01000503","W02000112","4","3B2","W00002693","W01000503","W02000414","W35002644","W11000024","","F2","1A3",51.963742,-3.532217,"W99999999","","W15000004",1264,"W99999999","W99999999","W00002693","W01000503","W02000414","RSF1"
"LD3 8LA","LD3  8LA","LD3 8LA","198001","","W99999999","W99999999","W06000023","W05001121","W04000255","0","303109","0227917","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNSY","W00002610","00NNSY","W18000001","W01000489","W02000113","3","6B1","W00002610","W01000489","W02000113","W35000191","W11000024","W45000918","D2","8C2",51.941295,-3.410933,"W99999999","","W15000004",1137,"W99999999","W99999999","W00002610","W01000489","W02000113","RLF1"
"LD3 8LB","LD3  8LB","LD3 8LB","198001","","W99999999","W99999999","W06000023","W05001169","W04000278","0","302997","0227253","1","W11000024","W99999999","W92000004","W99999999","9","W07000085","W08000001","W16000002","W22000023","W11000024","W06000023","00NNTC","W00002643","00NNTC","W18000001","W01000495","W02000112","8","3A2","W00002643","W01001897","W02000414","W35002647","W11000024","","F1","1C1",51.935308,-3.412374,"W99999999","","W15000004",1404,"W99999999","W99999999","W00002643","W01001897","W02000414","RSF1"
